S.No,un_number,proper_shipping_name,simplified_name,hazard_class,subsidiary_risks,packing_group,hazard_labels_required,erg_guide_number,special_provisions,qty_ltd_passenger_aircraft,packing_instruction_passenger_aircraft,qty_ltd_cargo_aircraft,packing_instruction_cargo_aircraft,description_notes,is_marine_pollutant,is_environmentally_hazardous
1494,3246,Methanesulphonyl chloride,"Methanesulphonyl chloride, Methanesulphonyl, chloride",6.1,8,,,156,,,,,,,FALSE,FALSE
1495,1230,Methanol,Methanol,3,6.1,,Flamm. liquid,131,,,,,,,FALSE,FALSE
1496,2605,Methoxymethyl isocyanate,"Methoxymethyl isocyanate, Methoxymethyl, isocyanate",6.1,3,,,155,,,,,,,FALSE,FALSE
1497,2293,4-Methoxy-4-methylpentan-2-one,"4-Methoxy-4-methylpentan-2-one, Methoxy, methylpentan",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1498,3092,1-Methoxy-2-propanol,"1-Methoxy-2-propanol, propanol, Methoxy",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1499,1231,Methyl acetate,"Methyl acetate, Methyl, acetate",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1500,1060,"Methylacetylene and propadiene mixture, stabilized †","Methylacetylene and propadiene mixture, Methylacetylene, propadiene",2.1,,,Flamm. gas,116P,,,,,,,FALSE,FALSE
1501,1919,"Methyl acrylate, stabilized","Methyl acrylate, Methyl, acrylate",3,,,Flamm. liquid,129P,,,,,,,FALSE,FALSE
1502,1234,Methylal,Methylal,3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1503,2554,Methylallyl chloride,"Methylallyl chloride, Methylallyl, chloride",3,,,Flamm. liquid,130P,,,,,,,FALSE,FALSE
1504,1061,"Methylamine, anhydrous","Methylamine, anhydrous",2.1,,,Flamm. gas,118,,,,,,,FALSE,FALSE
1505,1235,"Methylamine, aqueous solution","Methylamine, aqueous solution, aqueous",3,8,,Flamm. liquid & Corrosive,132,,,,,,,FALSE,FALSE
1506,1233,Methylamyl acetate,"Methylamyl acetate, Methylamyl, acetate",3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
1507,2294,N-Methylaniline,"N-Methylaniline, Methylaniline",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1508,2937,"alpha-Methylbenzyl alcohol, liquid","alpha-Methylbenzyl alcohol, alpha-Methylbenzyl, alcohol",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1509,3438,"alpha-Methylbenzyl alcohol, solid","alpha-Methylbenzyl alcohol, alpha-Methylbenzyl, alcohol",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1510,1062,"Methyl bromide
with not more than 2% chloropicrin","Methyl bromide, Methyl, bromide",2.3,,,,123,,,,,,,FALSE,FALSE
1511,1647,"Methyl bromide and ethylene dibromide mixture, liquid","Methyl bromide and ethylene dibromide mixture Methyl, bromide",6.1,,,,151,,,,,,,FALSE,FALSE
1512,2643,Methyl bromoacetate,"Methyl bromoacetate, Methyl, bromoacetate",6.1,,,Toxic,155,,,,,,,FALSE,FALSE
1513,3371,2-Methylbutanal,"2-Methylbutanal, methylbutanal ",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1514,2397,3-Methylbutan-2-one,"3-Methylbutan-2-one, methylbutan",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1515,2561,3-Methyl-1-butene,"3-Methyl-1-butene, methyl, butene ",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1516,2459,2-Methyl-1-butene,"2-Methyl-1-butene, methyl, butene",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1517,2460,2-Methyl-2-butene,"2-Methyl-2-butene, methyl, butene",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1518,2945,N-Methylbutylamine,"N-Methylbutylamine, Methylbutylamine",3,8,,Flamm. liquid & Corrosive,132,,,,,,,FALSE,FALSE
1519,2398,Methyl tert-butyl ether,"Methyl tert-butyl ether, Methyl, tert-butyl, ether",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1520,1237,Methyl butyrate,"Methyl butyrate, Methyl, butyrate",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1521,1063,Methyl chloride,"Methyl chloride, Methyl, chloride",2.1,,,Flamm. gas,115,,,,,,,FALSE,FALSE
1522,1912,Methyl chloride and methylene chloride mixture,"Methyl chloride and methylene chloride mixture, Methyl, chloride",2.1,,,Flamm. gas,115,,,,,,,FALSE,FALSE
1523,2295,Methyl chloroacetate,"Methyl chloroacetate, Methyl, chloroacetate",6.1,3,,,155,,,,,,,FALSE,FALSE
1524,1238,Methyl chloroformate,"Methyl chloroformate, Methyl, chloromate",6.1,"3,8",,,155,,,,,,,FALSE,FALSE
1525,1239,Methyl chloromethyl ether,"Methyl chloromethyl ether, Methyl, chloromethyl, ether",6.1,3,,,131,,,,,,,FALSE,FALSE
1526,2933,Methyl 2-chloropropionate,"Methyl 2-chloropropionate, Methyl, 2-chloropropionate, chloropropionate",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1527,2534,Methylchlorosilane,Methylchlorosilane,2.3,"2.1,8",,,119,,,,,,,FALSE,FALSE
1528,2296,Methylcyclohexane,Methylcyclohexane,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1529,2617,Methylcyclohexanols flammable,"Methylcyclohexanols flammable, Methylcyclohexanols, flammable",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1530,2297,Methylcyclohexanone,Methylcyclohexanone,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1531,2298,Methylcyclopentane,Methylcyclopentane,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1532,2299,Methyl dichloroacetate,"Methyl dichloroacetate, Methyl, dichloroacetate",6.1,,,Toxic,155,,,,,,,FALSE,FALSE
1533,1242,Methyldichlorosilane,"Methyldichlorosilane, Methyldichlorosilane",4.3,"3,8",,Dang. when wet & Flamm. liquid & Corrosive,139,,,,,,,FALSE,FALSE
1534,1193,Methyl ethyl ketone,"Methyl ethyl ketone, Methyl, ethyl, ketone",3,,,Flamm. Liquid,127,,,,,,,FALSE,FALSE
1535,2300,2-Methyl-5-ethylpyridine,"2-Methyl-5-ethylpyridine, ethylpyridine, Methyl",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1536,2454,Methyl fluoride,"Methyl fluoride, Methyl, fluoride",2.1,,,Flamm. Gas,115,,,,,,,FALSE,FALSE
1537,1243,Methyl formate,"Methyl formate, Methyl",3,,,Flamm. Liquid,129,,,,,,,FALSE,FALSE
1538,2301,2-Methylfuran,"2-Methylfuran, Methylfuran",3,,,Flamm. Liquid,128,,,,,,,FALSE,FALSE
1539,3023,2-Methyl-2-heptanethiol,"2-Methyl-2-heptanethiol, 2-Methyl, 2-heptanethiol, heptanethiol, Methyl",6.1,3,,,131,,,,,,,FALSE,FALSE
1540,2302,5-Methylhexan-2-one,"5-Methylhexan-2-one, 5-Methylhexan, Methylhexan",3,,,Flamm. Liquid,127,,,,,,,FALSE,FALSE
1541,1244,Methylhydrazine,Methylhydrazine,6.1,"3,8",,,131,,,,,,,FALSE,FALSE
1542,2644,Methyl iodide,"Methyl iodide, Methyl, iodide",6.1,,,,151,,,,,,,FALSE,FALSE
1543,2053,Methyl isobutyl carbinol,"Methyl isobutyl carbinol, Methyl, isobutyl, carbinol",3,,,Flamm. Liquid,129,,,,,,,FALSE,FALSE
1544,1245,Methyl isobutyl ketone,"Methyl isobutyl ketone, Methyl, isobutyl, ketone",3,,,Flamm. Liquid,127,,,,,,,FALSE,FALSE
1545,2480,Methyl isocyanate,"Methyl isocyanate, Methyl, isocyanate",6.1,3,,,155P,,,,,,,FALSE,FALSE
1546,1246,"Methyl isopropenyl ketone, stabilized","Methyl isopropenyl ketone, Methyl, isopropenyl, ketone",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1547,2477,Methyl isothiocyanate,"Methyl isothiocyanate, Methyl, isothiocyanate",6.1,3,,,131,,,,,,,FALSE,FALSE
1548,2400,Methyl isovalerate,"Methyl isovalerate, Methyl, isovalerate",3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
1549,1928,Methyl magnesium bromide in ethyl ether,"Methyl magnesium bromide in ethyl ether, Methyl, magnesium, bromide",4.3,3,,Dang. when wet & Flamm. Liquid,138,,,,,,,FALSE,FALSE
1550,1064,Methyl mercaptan,"Methyl mercaptan, Methyl, mercaptan",2.3,2.1,,,117,,,,,,,FALSE,FALSE
1551,1247,"Methyl methacrylate monomer, stabilized","Methyl methacrylate monomer, Methyl, methacrylate, monomer",3,,,Flamm. liquid,129P,,,,,,,FALSE,FALSE
1552,2535,4-Methylmorpholine,"4-Methylmorpholine, Methylmorpholine",3,8,,Flamm. liquid & Corrosive,132,,,,,,,FALSE,FALSE
1553,2535,N-Methylmorpholine,"N-Methylmorpholine, Methylmorpholine",3,8,,Flamm. liquid & Corrosive,132,,,,,,,FALSE,FALSE
1554,2606,Methyl orthosilicate,"Methyl orthosilicate, Methyl, orthosilicate",6.1,3,,,155,,,,,,,FALSE,FALSE
1555,2461,Methylpentadiene,Methylpentadiene,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1556,2560,2-Methylpentan-2-ol,"2-Methylpentan-2-ol, 2-Methylpentan, Methylpentan",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1557,2437,Methylphenyldichlorosilane,Methylphenyldichlorosilane,8,,,Corrosive,156,,,,,,,FALSE,FALSE
1558,2399,1-Methylpiperidine,"1-Methylpiperidine, Methylpiperidine",3,8,,Flamm. liquid & Corrosive,132,,,,,,,FALSE,FALSE
1559,1248,Methyl propionate,"Methyl propionate, Methyl, propionate",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1560,2612,Methyl propyl ether,"Methyl propyl ether, Methyl, propyl, ether",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1561,1249,Methyl propyl ketone,"Methyl propyl ketone, Methyl, propyl, ketone",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1562,2536,Methyltetrahydrofuran,Methyltetrahydrofuran,3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1563,2533,Methyl trichloroacetate,"Methyl trichloroacetate, Methyl, trichloroacetate",6.1,,,Toxic,156,,,,,,,FALSE,FALSE
1564,1250,Methyltrichlorosilane,Methyltrichlorosilane,3,8,,Flamm. liquid & Corrosive,155,,,,,,,FALSE,FALSE
1565,2367,alpha-Methylvaleraldehyde,"alpha-Methylvaleraldehyde, alpha, Methylvaleraldehyde",3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
1566,1251,"Methyl vinyl ketone, stabilized","Methyl vinyl ketone, Methyl, vinyl, ketone",6.1,"3,8",,,131P,,,,,,,FALSE,FALSE
1567,0137,"Mines †
with bursting charge",Mines,1.1D,,,,,,,,,,,FALSE,FALSE
1568,0136,"Mines †
with bursting charge",Mines,1.1F,,,,,,,,,,,FALSE,FALSE
1569,0138,"Mines †
with bursting charge",Mines,1.2D,,,,,,,,,,,FALSE,FALSE
1570,0294,"Mines †
with bursting charge",Mines,1.2F,,,,,,,,,,,FALSE,FALSE
1571,2508,Molybdenum pentachloride,"Molybdenum pentachloride, Molybdenum, pentachloride",8,,,Corrosive,156,,,,,,,FALSE,FALSE
1572,2054,Morpholine,Morpholine,8,3,,"Corrosive
& Flamm. liquid",132,,,,,,,FALSE,FALSE
1573,1649,Motor fuel anti-knock mixture †,"Motor fuel anti-knock mixture, Motor, fuel, anti-knock",6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1574,3483,"Motor fuel anti-knock mixture, flammable","Motor fuel anti-knock mixture, flammable, Motor, fuel, anti-knock",6.1,3,,,131,,,,,,,FALSE,FALSE
1575,1203,Motor spirit,"Motor spirit, Motor, spirit",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
1576,2956,Musk xylene,"Musk xylene, Musk, xylene",4.1,,,,149,,,,,,,FALSE,FALSE
1577,1334,"Naphthalene, crude","Naphthalene, crude",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
1578,2304,"Naphthalene, molten","Naphthalene, molten",4.1,,,,133,,,,,,,FALSE,FALSE
1579,1334,"Naphthalene, refined","Naphthalene, refined",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
1580,2077,alpha-Naphthylamine,"alpha-Naphthylamine, alpha, Naphthylamine",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1581,1650,"beta-Naphthylamine, solid","beta-Naphthylamine beta, Naphthylamine",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1582,3411,beta-Naphthylamine solution,"beta-Naphthylamine solution, beta, Naphthylamine",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1583,1651,Naphthylthiourea,Naphthylthiourea,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1584,1652,Naphthylurea,Naphthylurea,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1585,1971,"Natural gas, compressed
with high methane content","Natural gas, compressed",2.1,,,Flamm. gas,115,,,,,,,FALSE,FALSE
1586,1972,"Natural gas, refrigerated liquid
with high methane content","Natural gas, refrigerated liquid, refrigerated",2.1,,,,115,,,,,,,FALSE,FALSE
1587,1065,"Neon, compressed","Neon, compressed",2.2,,,Non-flamm. gas,120,,,,,,,FALSE,FALSE
1588,1913,"Neon, refrigerated liquid","Neon, refrigerated liquid, refrigerated",2.2,,,Non-flamm. gas & Cryogenic liquid,120,,,,,,,FALSE,FALSE
1589,1259,Nickel carbonyl,"Nickel carbonyl, Nickel, carbonyl",6.1,3,,,131,,,,,,,FALSE,FALSE
1590,1653,Nickel cyanide,"Nickel cyanide, Nickel, cyanide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1591,2725,Nickel nitrate,"Nickel nitrate, Nickel, nitrate",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
1592,2726,Nickel nitrite,"Nickel nitrite, Nickel, nitrite",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
1593,1654,Nicotine,Nicotine,6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1594,3144,"Nicotine compound, liquid, n.o.s. ","Nicotine compound, Nicotine",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1595,1655,"Nicotine compound, solid, n.o.s. ","Nicotine compound, Nicotine",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1596,1656,"Nicotine hydrochloride, liquid","Nicotine hydrochloride Nicotine, hydrochloride",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1597,3444,"Nicotine hydrochloride, solid","Nicotine hydrochloride Nicotine, hydrochloride",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1598,1656,"Nicotine hydrochloride, solution","Nicotine hydrochloride, Nicotine, hydrochloride",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1599,3144,"Nicotine preparation, liquid, n.o.s. ","Nicotine preparation, Nicotine",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1600,1655,"Nicotine preparation, solid, n.o.s. ","Nicotine preparation, Nicotine",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1601,1657,Nicotine salicylate,"Nicotine salicylate, Nicotine, salicylate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1602,3445,"Nicotine sulphate, solid","Nicotine sulphate, Nicotine, sulphate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1603,1658,Nicotine sulphate solution,"Nicotine sulphate solution, Nicotine, sulphate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1604,1659,Nicotine tartrate,"Nicotine tartrate, Nicotine, tartrate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1605,1477,"Nitrates, inorganic, n.o.s.","Nitrates, inorganic",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
1606,3218,"Nitrates, inorganic, aqueous solution, n.o.s.","Nitrates, inorganic, aqueous solution",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
1607,1796,Nitrating acid mixture † (with 50% or less nitric acid),"Nitrating acid mixture, Nitrating, acid, mixture",8,,,Corrosive,157,,,,,,,FALSE,FALSE
1608,1796,Nitrating acid mixture † (with more than 50% nitric acid),"Nitrating acid mixture, Nitrating, acid, mixture",8,5.1,,Corrosive & Oxidizer,157,,,,,,,FALSE,FALSE
1609,1826,"Nitrating acid mixture, spent (with 50% or less nitric acid)","Nitrating acid mixture, spent, Nitrating, acid",8,,,Corrosive,157,,,,,,,FALSE,FALSE
1610,1826,"Nitrating acid mixture, spent (with more than 50% nitric acid)","Nitrating acid mixture, spent, Nitrating, acid",8,5.1,,Corrosive & Oxidizer,157,,,,,,,FALSE,FALSE
1611,2031,"Nitric acid
other than red fuming, with > 20% but < 65% nitric acid","Nitric acid, Nitric, acid",8,,,Corrosive,157,,,,,,,FALSE,FALSE
1612,2031,"Nitric acid
other than red fuming, with 20% or less nitric acid","Nitric acid, Nitric, acid",8,,,Corrosive,157,,,,,,,FALSE,FALSE
1613,2031,"Nitric acid
other than red fuming, with  65% but  70% nitric acid","Nitric acid, Nitric, acid",8,5.1,,Corrosive & Oxidizer,157,,,,,,,FALSE,FALSE
1614,2031,"Nitric acid
other than red fuming, with more than 70% nitric acid","Nitric acid, Nitric, acid",8,5.1,,Corrosive & Oxidizer,157,,,,,,,FALSE,FALSE
1615,2032,"Nitric acid, red fuming","Nitric acid, red fuming, Nitric, acid",8,"5.1,6.1",,,157,,,,,,,FALSE,FALSE
1616,1975,Nitric oxide and dinitrogen tetroxide mixture,"Nitric oxide and dinitrogen tetroxide mixture, Nitric, oxide",2.3,"5.1,8",,,124,,,,,,,FALSE,FALSE
1617,1975,Nitric oxide and nitrogen dioxide mixture,"Nitric oxide and nitrogen dioxide mixture, Nitric, oxide",2.3,"5.1,8",,,124,,,,,,,FALSE,FALSE
1618,1660,"Nitric oxide, compressed","Nitric oxide, compressed, Nitric, oxide",2.3,"5.1,8",,,124,,,,,,,FALSE,FALSE
1619,3273,"Nitriles, flammable, toxic, n.o.s. ","Nitriles, flammable, toxic",3,6.1,,Flamm. liquid & Toxic,131,,,,,,,FALSE,FALSE
1620,3276,"Nitriles, liquid, toxic, n.o.s. ","Nitriles toxic, Nitriles, toxic",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1621,3439,"Nitriles, solid, toxic, n.o.s. ","Nitriles toxic, Nitriles, toxic",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
1622,3275,"Nitriles, toxic, flammable, n.o.s. ","Nitriles, toxic, flammable",6.1,3,,Toxic & Flamm. liquid,131,,,,,,,FALSE,FALSE
1623,2627,"Nitrites, inorganic, n.o.s. ","Nitrites, inorganic",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
1624,3219,"Nitrites, inorganic, aqueous solution, n.o.s. ","Nitrites, inorganic, aqueous solution",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
1625,1661,"Nitroanilines (o-, m-, p-)",Nitroanilines,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1626,2730,"Nitroanisoles, liquid",Nitroanisoles,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1627,3458,"Nitroanisoles, solid",Nitroanisoles,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1628,1662,Nitrobenzene,Nitrobenzene,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1629,2305,Nitrobenzenesulphonic acid,"Nitrobenzenesulphonic acid, Nitrobenzenesulphonic, acid",8,,,Corrosive,153,,,,,,,FALSE,FALSE
1630,0385,5-Nitrobenzotriazol,5-Nitrobenzotriazol,1.1D,,,,,,,,,,,FALSE,FALSE
1631,2306,"Nitrobenzotrifluorides, liquid",Nitrobenzotrifluorides,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1632,3431,"Nitrobenzotrifluorides, solid",Nitrobenzotrifluorides,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1633,2732,"Nitrobromobenzenes, liquid",Nitrobromobenzenes,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1634,3459,"Nitrobromobenzenes, solid",Nitrobromobenzenes,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1635,0340,"Nitrocellulose (dry or wetted with less than 25% water (or alcohol), by weight)",Nitrocellulose,1.1D,,,,,,,,,,,FALSE,FALSE
1636,0341,"Nitrocellulose (unmodified or plasticized with less than 18% plasticizing substance, by weight)",Nitrocellulose,1.1D,,,,,,,,,,,FALSE,FALSE
1637,3270,"Nitrocellulose membrane filters (with less than 12.6% nitrogen, by dry weight)","Nitrocellulose membrane filters, Nitrocellulose, membrane, filters",4.1,,,Flamm. Solid,133,,,,,,,FALSE,FALSE
1638,2557,"Nitrocellulose mixture without plasticizer, without pigment (with 12.6% or less nitrogen, by dry mass)","Nitrocellulose mixture without plasticizer, without pigment, Nitrocellulose",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
1639,2557,"Nitrocellulose mixture without plasticizer, with pigment (with 12.6% or less nitrogen, by dry weight)","Nitrocellulose mixture without plasticizer, with pigment, Nitrocellulose",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
1640,2557,"Nitrocellulose mixture with plasticizer, without pigment (with 12.6% or less nitrogen by dry weight)","Nitrocellulose mixture with plasticizer, without pigment, Nitrocellulose",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
1641,2557,"Nitrocellulose mixture with plasticizer, with pigment (with 12.6% or less nitrogen, by dry weight)","Nitrocellulose mixture with plasticizer, with pigment, Nitrocellulose",4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
1642,0343,"Nitrocellulose, plasticized (with 18% or more plasticizing substance, by weight)","Nitrocellulose, plasticized",1.3C,,,,,,,,,,,FALSE,FALSE
1643,2059,"Nitrocellulose solution, flammable (with 12.6% or less nitrogen, by dry weight, and 55% or less nitrocellulose)","Nitrocellulose solution, flammable, Nitrocellulose",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1644,0342,"Nitrocellulose, wetted (with 25% or more alcohol, by weight)",Nitrocellulose,1.3C,,,,,,,,,,,FALSE,FALSE
1645,2556,"Nitrocellulose with alcohol (25% or more alcohol by dry weight and 12.6% or less nitrogen, by dry weight)","Nitrocellulose with alcohol, Nitrocellulose, alcohol",4.1,,,Flamm. solid,113,,,,,,,FALSE,FALSE
1646,2555,"Nitrocellulose with water (25% or more water, by weight)","Nitrocellulose with water, Nitrocellulose",4.1,,,Flamm. solid,113,,,,,,,FALSE,FALSE
1647,2307,3-Nitro-4-chlorobenzotrifluoride,"3-Nitro-4-chlorobenzotrifluoride, Nitro, chlorobenzotrifluoride",6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1648,3434,"Nitrocresols, liquid",Nitrocresols,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1649,2446,"Nitrocresols, solid",Nitrocresols,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1650,2842,Nitroethane,Nitroethane,3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1651,1066,"Nitrogen, compressed","Nitrogen, compressed",2.2,,,Non-flamm. gas,120,,,,,,,FALSE,FALSE
1652,1067,Nitrogen dioxide,"Nitrogen dioxide, Nitrogen, dioxide",2.3,"5.1,8",,,124,,,,,,,FALSE,FALSE
1653,1977,"Nitrogen, refrigerated liquid","Nitrogen, refrigerated liquid, refrigerated",2.2,,,Non-flamm. gas & Cryogenic liquid,120,,,,,,,FALSE,FALSE
1654,2451,Nitrogen trifluoride,"Nitrogen trifluoride, Nitrogen, trifluoride",2.2,5.1,,Non-flamm. gas & Oxidizer,122,,,,,,,FALSE,FALSE
1655,2421,Nitrogen trioxide,"Nitrogen trioxide, Nitrogen, trioxide",2.3,"5.1,8",,,124,,,,,,,FALSE,FALSE
1656,0143,"Nitroglycerin, desensitized
with 40% or more non-volatile water-insoluble phlegmatizer, by weight","Nitroglycerin, desensitized",1.1D,6.1,,,,,,,,,,FALSE,FALSE
1657,3357,"Nitroglycerin mixture, desensitized, liquid, n.o.s. 
with 30% or less nitroglycerin, by weight","Nitroglycerin mixture, desensitized, Nitroglycerin, mixture",3,,,,113,,,,,,,FALSE,FALSE
1658,3343,"Nitroglycerin mixture, desensitized, liquid, flammable,
n.o.s. 
with 30% or less nitroglycerin, by weight","Nitroglycerin mixture, desensitized flammable, Nitroglycerin",3,,,,113,,,,,,,FALSE,FALSE
1659,3319,"Nitroglycerin mixture desensitized, solid, n.o.s. 
with more than 2% but not more than 10% nitroglycerin, by
weight","Nitroglycerin mixture desensitized Nitroglycerin, mixture, desensitized",4.1,,,Flamm. solid,113,,,,,,,FALSE,FALSE
1660,0144,"Nitroglycerin solution in alcohol
with 10% or less but more than 1% nitroglycerin","Nitroglycerin solution in alcohol, Nitroglycerin, alcohol",1.1D,,,,,,,,,,,FALSE,FALSE
1661,1204,"Nitroglycerin solution in alcohol
with 1% or less nitroglycerin","Nitroglycerin solution in alcohol, Nitroglycerin",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1662,3064,"Nitroglycerin solution in alcohol
with 5% or less but more than 1% nitroglycerin","Nitroglycerin solution in alcohol, Nitroglycerin",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
1663,0282,"Nitroguanidine
dry or wetted with less than 20% water, by weight",Nitroguanidine,1.1D,,,,,,,,,,,FALSE,FALSE
1664,1336,"Nitroguanidine, wetted
with 20% or more water, by weight",Nitroguanidine,4.1,,,Flamm. solid,113,,,,,,,FALSE,FALSE
1665,1798,Nitrohydrochloric acid,"Nitrohydrochloric acid, Nitrohydrochloric, acid",8,,,Corrosive,157,,,,,,,FALSE,FALSE
1666,0133,"Nitromannite, wetted
with 40% or more water, or mixture of alcohol and water, by weight",Nitromannite,1.1D,,,,,,,,,,,FALSE,FALSE
1667,1261,Nitromethane,Nitromethane,3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1668,2538,Nitronaphthalene,Nitronaphthalene,4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
1669,1663,"Nitrophenols
(o-, m-, p-)",Nitrophenols,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1670,3376,"4-Nitrophenylhydrazine
with 30% or more water, by mass","4-Nitrophenylhydrazine, Nitrophenylhydrazine",4.1,,,,113,,,,,,,FALSE,FALSE
1671,2608,Nitropropanes,Nitropropanes,3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
1672,1369,p-Nitrosodimethylaniline,"p-Nitrosodimethylaniline, Nitrosodimethylaniline",4.2,,,Spont. comb.,135,,,,,,,FALSE,FALSE
1673,0146,"Nitrostarch
dry or wetted with less than 20% water, by weight",Nitrostarch,1.1D,,,,,,,,,,,FALSE,FALSE
1674,1337,"Nitrostarch, wetted
with 20% or more water, by weight",Nitrostarch,4.1,,,Flamm. solid,113,,,,,,,FALSE,FALSE
1675,1069,Nitrosyl chloride,"Nitrosyl chloride, Nitrosyl, chloride",2.3,8,,,125,,,,,,,FALSE,FALSE
1676,2308,"Nitrosylsulphuric acid, liquid","Nitrosylsulphuric acid, Nitrosylsulphuric, acid",8,,,Corrosive,157,,,,,,,FALSE,FALSE
1677,3456,"Nitrosylsulphuric acid, solid","Nitrosylsulphuric acid, Nitrosylsulphuric, acid",8,,,Corrosive,157,,,,,,,FALSE,FALSE
1678,1664,"Nitrotoluenes, liquid",Nitrotoluenes,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1679,3446,"Nitrotoluenes, solid",Nitrotoluenes,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
1680,2660,Nitrotoluidines (mono),Nitrotoluidines,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
1681,0490,Nitrotriazolone,Nitrotriazolone,1.1D,,,,,,,,,,,FALSE,FALSE
