S.No,un_number,proper_shipping_name,simplified_name,hazard_class,subsidiary_risks,packing_group,hazard_labels_required,erg_guide_number,special_provisions,qty_ltd_passenger_aircraft,packing_instruction_passenger_aircraft,qty_ltd_cargo_aircraft,packing_instruction_cargo_aircraft,description_notes,is_marine_pollutant,is_environmentally_hazardous
175,0246 ,"Ammunition, smoke, white phosphorus † (with burster, expelling charge or propelling charge)","Ammunition, smoke, phosphorus",1.3H,,,,,,,,,,,FALSE,FALSE
176,0018 ,"Ammunition, tear-producing † (with burster, expelling charge or propelling charge)","Ammunition, tear-producing",1.2G,"6.1,8",,,,,,,,,,FALSE,FALSE
177,0019 ,"Ammunition, tear-producing † (with burster, expelling charge or propelling charge)","Ammunition, tear-producing",1.3G,"6.1,8",,,,,,,,,,FALSE,FALSE
178,0301 ,"Ammunition, tear-producing † (with burster, expelling charge or propelling charge)","Ammunition, tear-producing",1.4G,"6.1,8",,Explosive 1.4 & Toxic & Corrosive,,,,,,,,FALSE,FALSE
179,2017 ,"Ammunition, tear-producing, non-explosive (without burster or expelling charge, non-fuzed)","Ammunition, tear-producing, non-explosive",6.1,8,,Toxic & Corrosive,159,,,,,,,FALSE,FALSE
180,0020 ,"Ammunition, toxic  † (with burster, expelling charge or propelling charge )","Ammunition, toxic",1.2K,6.1,,,,,,,,,,FALSE,FALSE
181,0021 ,"Ammunition, toxic  † (with burster, expelling charge or propelling charge )","Ammunition, toxic","1.3K
",6.1,,,,,,,,,,FALSE,FALSE
182,2016 ,"Ammunition, toxic, non-explosive (without burster or expelling charge, non-fuzed)","Ammunition, toxic, non-explosive",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
183,1104 ,Amyl acetates ,"Amyl, acetates",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
184,2819 ,Amyl acid phosphate ,"Amyl acid phosphate, Amyl, acid, phosphate",8,,,Corrosive,153,,,,,,,FALSE,FALSE
185,1106 ,Amylamine ,Amylamine,3,8,,Flamm. liquid & Corrosive,132,,,,,,,FALSE,FALSE
186,2620 ,Amyl butyrates ,"Amyl butyrates, Amyl, butyrates",3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
187,1107 ,Amyl chloride,"Amyl chloride, Amyl, chloride",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
188,1108 ,n-Amylene,n-Amylene,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
189,1109 ,Amyl formates,"Amyl formates, Amyl, formates",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
190,1111 ,Amyl mercaptan,"Amyl mercaptan, Amyl, mercaptan",3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
191,1110 ,n-Amyl methyl ketone,"n-Amyl methyl ketone, n-Amyl, methyl, ketone",3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
192,1112 ,Amyl nitrate,"Amyl nitrate, Amyl, nitrate",3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
193,1113 ,Amyl nitrite,"Amyl nitrite, Amyl, nitrite",3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
194,1728 ,Amyltrichlorosilane ,Amyltrichlorosilane,8,,,Corrosive,155,,,,,,,FALSE,FALSE
195,1547 ,Aniline ,Aniline,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
196,1548 ,Aniline hydrochloride ,"Aniline hydrochloride, Aniline, hydrochloride",6.1,,,Toxic,153,,,,,,,FALSE,FALSE
197,2431 ,Anisidines ,Anisidines,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
198,2222 ,Anisole ,Anisole,3,,,Flamm. liquid,128,,,,,,,FALSE,FALSE
199,1729 ,Anisoyl chloride ,"Anisoyl chloride, Anisoyl, chloride",8,,,Corrosive,156,,,,,,,FALSE,FALSE
200,3141 ,"Antimony compound, inorganic, liquid, n.o.s.  ","Antimony compound, Antimony",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
201,1549 ,"Antimony compound, inorganic, solid, n.o.s. ","Antimony compound, Antimony",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
202,1550 ,Antimony lactate,"Antimony lactate, Antimony, lactate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
203,1730 ,"Antimony pentachloride, liquid ","Antimony pentachloride, Antimony, pentachloride",8,,,Corrosive,157,,,,,,,FALSE,FALSE
204,1731 ,Antimony pentachloride solution,"Antimony pentachloride solution, Antimony, pentachloride",8,,,Corrosive,157,,,,,,,FALSE,FALSE
205,1732 ,Antimony pentafluoride ,"Antimony pentafluoride, Antimony, pentafluoride",8,6.1,,Corrosive & Toxic,157,,,,,,,FALSE,FALSE
206,1551,Antimony potassium tartrate,"Antimony potassium tartrate, Antimony, potassium, tartrate",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
207,2871 ,Antimony powder,"Antimony powder, Antimony",6.1,,,Toxic,170,,,,,,,FALSE,FALSE
208,1733 ,Antimony trichloride † ,"Antimony trichloride , Antimony, trichloride",8,,,Corrosive,157,,,,,,,FALSE,FALSE
209,1006 ,"Argon, compressed ","Argon,  compressed",2.2,,,Non-flamm. gas,120,,,,,,,FALSE,FALSE
210,1951 ,"Argon, refrigerated liquid","Argon, refrigerated liquid, Argon, refrigerated",2.2,,,Non-flamm. gas & Cryogenic liquid,120,,,,,,,FALSE,FALSE
211,1558 ,Arsenic,Arsenic,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
212,1553 ,"Arsenic acid, liquid","Arsenic acid, Arsenic",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
213,1554 ,"Arsenic acid, solid","Arsenic acid, Arsenic",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
214,1562 ,Arsenical dust †,"Arsenical dust, Arsenical",6.1,,,Toxic,152,,,,,,,FALSE,FALSE
215,2760 ,"Arsenical pesticide, liquid, flammable, toxic,  (flash point less than 23°C)","Arsenical pesticide, flammable, toxic",3,6.1,,Flamm. liquid & Toxic,131,,,,,,,FALSE,FALSE
216,2994 ,"Arsenical pesticide, liquid, toxic  ","Arsenical pesticide, toxic , Arsenical, pesticide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
217,2993 ,"Arsenical pesticide, liquid, toxic, flammable  (flash point 23°C or more )","Arsenical pesticide, toxic, flammable, Arsenical, pesticide",6.1,3,,Toxic & Flamm liquid,131,,,,,,,FALSE,FALSE
218,2759 ,"Arsenical pesticide, solid, toxic  ","Arsenical pesticide, toxic , Arsenical, pesticide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
219,1555 ,Arsenic bromide,"Arsenic bromide, Arsenic, bromide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
220,1556 ,"Arsenic compound, liquid, n.o.s.  (inorganic, including: Arsenates, n.o.s.; Arsenites, n.o.s.; and Arsenic sulphides, n.o.s.)","Arsenic compound, Arsenic",6.1,,,Toxic,152,,,,,,,FALSE,FALSE
221,1557 ,"Arsenic compound, solid, n.o.s.  (inorganic, including: Arsenates, n.o.s.; Arsenites, n.o.s.;and Arsenic sulphides, n.o.s. )","Arsenic compound, Arsenic",6.1,,,Toxic,152,,,,,,,FALSE,FALSE
222,1559,Arsenic pentoxide,"Arsenic pentoxide, Arsenic, pentoxide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
223,1560 ,Arsenic trichloride,"Arsenic trichloride, Arsenic, trichloride",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
224,1561 ,Arsenic trioxide,"Arsenic trioxide, Arsenic, trioxide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
225,2188 ,Arsine ,Arsine,2.3,2.1,,,119,,,,,,,FALSE,FALSE
226,0486,"Articles, EEI † ",Articles,1.6N,,,,,,,,,,,FALSE,FALSE
227,0462 ,"Articles, explosive, n.o.s.  ","Articles, explosive",1.1C,,,,,,,,,,,FALSE,FALSE
228,0463,"Articles, explosive, n.o.s.  ","Articles, explosive",1.1D,,,,,,,,,,,FALSE,FALSE
229,0464,"Articles, explosive, n.o.s.  ","Articles, explosive",1.1E,,,,,,,,,,,FALSE,FALSE
230,0465,"Articles, explosive, n.o.s.  ","Articles, explosive",1.1F,,,,,,,,,,,FALSE,FALSE
231,0354,"Articles, explosive, n.o.s.  ","Articles, explosive",1.1L,,,,,,,,,,,FALSE,FALSE
232,0466,"Articles, explosive, n.o.s.  ","Articles, explosive",1.2C,,,,,,,,,,,FALSE,FALSE
233,0467,"Articles, explosive, n.o.s.  ","Articles, explosive",1.2D,,,,,,,,,,,FALSE,FALSE
234,0468,"Articles, explosive, n.o.s.  ","Articles, explosive",1.2E,,,,,,,,,,,FALSE,FALSE
235,0469,"Articles, explosive, n.o.s.  ","Articles, explosive",1.2F,,,,,,,,,,,FALSE,FALSE
236,0355,"Articles, explosive, n.o.s.  ","Articles, explosive",1.2L,,,,,,,,,,,FALSE,FALSE
237,0470,"Articles, explosive, n.o.s.  ","Articles, explosive",1.3C,,,,,,,,,,,FALSE,FALSE
238,0356,"Articles, explosive, n.o.s.  ","Articles, explosive",1.3L,,,,,,,,,,,FALSE,FALSE
239,0350,"Articles, explosive, n.o.s.  ","Articles, explosive",1.4B,,,,,,,,,,,FALSE,FALSE
240,0351,"Articles, explosive, n.o.s.  ","Articles, explosive",1.4C ,,,Explosive 1.4,,,,,,,,FALSE,FALSE
241,0352,"Articles, explosive, n.o.s.  ","Articles, explosive",1.4D ,,,Explosive 1.4,,,,,,,,FALSE,FALSE
242,0471,"Articles, explosive, n.o.s.  ","Articles, explosive",1.4E ,,,Explosive 1.4,,,,,,,,FALSE,FALSE
243,0472,"Articles, explosive, n.o.s.  ","Articles, explosive",1.4F,,,,,,,,,,,FALSE,FALSE
244,0353,"Articles, explosive, n.o.s.  ","Articles, explosive",1.4G ,,,Explosive 1.4,,,,,,,,FALSE,FALSE
245,0349 ,"Articles, explosive, n.o.s.  ","Articles, explosive",1.4S ,,,Explosive 1.4,,,,,,,,FALSE,FALSE
246,0486 ,"Articles, explosive, extremely insensitive † ","Articles, explosive",1.6N,,,,,,,,,,,FALSE,FALSE
247,3164 ,"Articles, pressurized, hydraulic (containing non-flammable gas)","Articles, pressurized, hydraulic",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
248,3164 ,"Articles, pressurized, pneumatic (containing non-flammable gas)","Articles, pressurized, pneumatic",2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
249,0380,"Articles, pyrophoric † ","Articles, pyrophoric",1.2L,,,,,,,,,,,FALSE,FALSE
250,0428,"Articles, pyrotechnic † (for technical purposes)","Articles, pyrotechnic",1.1G,,,,,,,,,,,FALSE,FALSE
251,0429,"Articles, pyrotechnic † (for technical purposes)","Articles, pyrotechnic",1.2G,,,,,,,,,,,FALSE,FALSE
252,0430,"Articles, pyrotechnic † (for technical purposes)","Articles, pyrotechnic",1.3G,,,,,,,,,,,FALSE,FALSE
253,0431,"Articles, pyrotechnic † (for technical purposes)","Articles, pyrotechnic",1.4G,,,Explosive 1.4,,,,,,,,FALSE,FALSE
254,0432,"Articles, pyrotechnic † (for technical purposes)","Articles, pyrotechnic",1.4S,,,Explosive 1.4,,,,,,,,FALSE,FALSE
255,2586 ,"Arylsulphonic acids, liquid (with 5% or less free sulphuric acid)","Arylsulphonic acids, Arylsulphonic, acids",8,,,Corrosive,153,,,,,,,FALSE,FALSE
256,2584,"Arylsulphonic acids, liquid (with more than 5% free sulphuric acid)","Arylsulphonic acids, Arylsulphonic, acids",8,,,Corrosive,153,,,,,,,FALSE,FALSE
257,2585,"Arylsulphonic acids, liquid (with 5% or less free sulphuric acid)","Arylsulphonic acids, Arylsulphonic, acids",8,,,Corrosive,153,,,,,,,FALSE,FALSE
258,2583,"Arylsulphonic acids, liquid (with more than 5% free sulphuric acid)","Arylsulphonic acids, Arylsulphonic, acids,",8,,,Corrosive,153,,,,,,,FALSE,FALSE
259,3334 ,"Aviation regulated liquid, n.o.s.  † ",Aviation regulated liquid,9,,,Miscellaneous,171,,,,,,,FALSE,FALSE
260,3335 ,"Aviation regulated solid, n.o.s.  † ",Aviation regulated solid,9,,,Miscellaneous,171,,,,,,,FALSE,FALSE
261,3242 ,Azodicarbonamide ,Azodicarbonamide,4.1,,,,149,,,,,,,FALSE,FALSE
262,1400 ,Barium ,Barium,4.3,,,Dang. when wet,138,,,,,,,FALSE,FALSE
263,1854 ,"Barium alloys, pyrophoric ","Barium alloys, pyrophoric, Barium",4.2,,,,135,,,,,,,FALSE,FALSE
264,0224 ,"Barium azide (dry or wetted with less than 50% water, by weight)","Barium azide , Barium, azide",1.1A,6.1,,,,,,,,,,FALSE,FALSE
265,1571 ,"Barium azide, wetted (with 50% or more water, by weight)","Barium azide, Barium, azide",4.1,6.1,,"Flamm. solid  & Toxic",113,,,,,,,FALSE,FALSE
266,2719 ,Barium bromate ,"Barium bromate, Barium, bromate",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
267,1445 ,"Barium chlorate, solid ","Barium chlorate, Barium, chlorate",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
268,3405 ,Barium chlorate solution ,"Barium chlorate solution, Barium, chlorate",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
269,1564 ,"Barium compound, n.o.s.  ","Barium compound, Barium",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
270,1565 ,Barium cyanide,"Barium cyanide, Barium, cyanide",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
271,2741 ,Barium hypochlorite (with more than 22% available chlorine),"Barium hypochlorite, Barium, hypochlorite",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
272,1446 ,Barium nitrate,"Barium nitrate, Barium, nitrate",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
273,1884 ,Barium oxide ,"Barium oxide, Barium, oxide",6.1,,,Toxic,157,,,,,,,FALSE,FALSE
274,1447 ,"Barium perchlorate, solid","Barium perchlorate, Barium, perchlorate",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
275,3406 ,Barium perchlorate solution,"Barium perchlorate solution, Barium, perchlorate",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
276,1448 ,Barium permanganate,"Barium permanganate, Barium, permanganate",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
277,1449 ,Barium peroxide,"Barium peroxide, Barium, peroxide",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
278,3292 ,"Batteries, containing sodium † ","Batteries, sodium",4.3,,,Dang. when wet,138,,,,,,,FALSE,FALSE
279,3028 ,"Batteries, dry, containing potassium hydroxide, solid † (electric storage)","Batteries, potassium hydroxide",8,,,Corrosive,154,,,,,,,FALSE,FALSE
280,2794 ,"Batteries, wet, filled with acid † (electric storage)","Batteries, acid",8,,,Corrosive,154,,,,,,,FALSE,FALSE
281,2795,"Batteries, wet, filled with alkali † (electric storage)","Batteries, alkali",8,,,Corrosive,154,,,,,,,FALSE,FALSE
282,2800 ,"Batteries, wet, non-spillable † (electric storage)","Batteries, non-spillable",8,,,Corrosive,154,,,,,,,FALSE,FALSE
283,2796 ,"Battery fluid, acid","Battery fluid, acid, Battery",8,,,Corrosive,157,,,,,,,FALSE,FALSE
284,2797 ,"Battery fluid, alkali","Battery fluid, alkali, Battery",8,,,Corrosive,154,,,,,,,FALSE,FALSE
285,3171 ,Battery-powered equipment ,"Battery-powered equipment, Battery, powered",9,,,Miscellaneous,157,,,,,,,FALSE,FALSE
286,3171 ,Battery-powered vehicle ,"Battery-powered vehicle, Battery, powered",9,,,Miscellaneous,147,,,,,,,FALSE,FALSE
287,1990 ,Benzaldehyde ,Benzaldehyde,9,,,Miscellaneous,171,,,,,,,FALSE,FALSE
288,1114 ,Benzene ,Benzene,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
289,2225 ,Benzenesulphonyl chloride ,"Benzenesulphonyl chloride, Benzenesulphonyl, chloride",8,,,Corrosive,156,,,,,,,FALSE,FALSE
290,1885 ,Benzidine ,Benzidine,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
291,2224 ,Benzonitrile,Benzonitrile,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
292,2587 ,Benzoquinone,Benzoquinone,6.1,,,Toxic,153,,,,,,,FALSE,FALSE
293,2226 ,Benzotrichloride ,Benzotrichloride,8,,,Corrosive,156,,,,,,,FALSE,FALSE
294,2338 ,Benzotrifluoride ,Benzotrifluoride,3,,,Flamm. liquid,127,,,,,,,FALSE,FALSE
295,1736 ,Benzoyl chloride,"Benzoyl chloride, Benzoyl, chloride",8,,,Corrosive,137,,,,,,,FALSE,FALSE
296,1737 ,Benzyl bromide ,"Benzyl bromide, Benzyl, bromide",6.1,8,,Toxic & Corrosive,156,,,,,,,FALSE,FALSE
297,1738 ,Benzyl chloride,"Benzyl chloride, Benzyl, chloride",6.1,8,,Toxic & Corrosive,156,,,,,,,FALSE,FALSE
298,1739 ,Benzyl chloroformate,"Benzyl chloroformate, Benzyl, chloromate",8,,,Corrosive,137,,,,,,,FALSE,FALSE
299,2619 ,Benzyldimethylamine,Benzyldimethylamine,8,3,,Corrosive & Flamm. liquid,132,,,,,,,FALSE,FALSE
300,1886 ,Benzylidene chloride ,"Benzylidene chloride, Benzylidene, chloride",6.1,,,Toxic,156,,,,,,,FALSE,FALSE
301,2653 ,Benzyl iodide,"Benzyl iodide, Benzyl, iodide",6.1,,,Toxic,156,,,,,,,FALSE,FALSE
302,1566 ,"Beryllium compound, n.o.s","Beryllium compound, Beryllium",6.1,,,Toxic,154,,,,,,,FALSE,FALSE
303,2464 ,Beryllium nitrate,"Beryllium nitrate, Beryllium, nitrate",5.1,6.1,,Oxidizer & Toxic,141,,,,,,,FALSE,FALSE
304,1567 ,Beryllium powder ,"Beryllium powder, Beryllium",6.1,4.1,,Toxic & Flamm.  solid,134,,,,,,,FALSE,FALSE
305,2251 ,"Bicyclo[2,2,1]hepta-2-5-diene, stabilized ","Bicyclo[2, 2, 1]hepta-2-5-diene",3,,,Flamm. liquid,128P,,,,,,,FALSE,FALSE
306,3373 ,"Biological substance, Category B ","Biological substance, Category B, Biological",6.2,,,,158,,,,,,,FALSE,FALSE
307,3291 ,"Biomedical waste, n.o.s.","Biomedical waste, Biomedical, waste",6.2,,,Infectious subst.,158,,,,,,,FALSE,FALSE
308,2782 ,"Bipyridilium pesticide, liquid, flammable, toxic, (flash point less than 23°C)","Bipyridilium pesticide, flammable, toxic, Bipyridilium, pesticide",3,6.1,,Flamm. liquid,131,,,,,,,FALSE,FALSE
309,3016 ,"Bipyridilium pesticide, liquid, toxic  ","Bipyridilium pesticide, toxic , Bipyridilium, pesticide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
310,3015 ,"Bipyridilium pesticide, liquid, toxic, flammable,  (flash point 23°C or more )","Bipyridilium pesticide, toxic , Bipyridilium, pesticide",6.1,3,,Toxic & Flamm. liquid,131,,,,,,,FALSE,FALSE
311,2781 ,"Bipyridilium pesticide, solid, toxic","Bipyridilium pesticide, toxic , Bipyridilium, pesticide",6.1,,,Toxic,151,,,,,,,FALSE,FALSE
312,2837 ,"Bisulphates, aqueous solution ","Bisulphates, aqueous solution, aqueous",8,,,Corrosive,154,,,,,,,FALSE,FALSE
313,2693 ,"Bisulphites, aqueous solution, n.o.s. ","Bisulphites, aqueous solution, aqueous",8,,,Corrosive,154,,,,,,,FALSE,FALSE
314,0027 ,Black powder † granular or as a meal,"Black powder granular, granular",1.1D,,,,,,,,,,,FALSE,FALSE
315,0028 ,"Black powder, compressed †","Black powder, compressed",1.1D,,,,,,,,,,,FALSE,FALSE
316,0028 ,Black powder in pellets †,"Black powder in pellets, pellets",1.1D,,,,,,,,,,,FALSE,FALSE
317,2212 ,"Blue asbestos † (crocidolite)","Blue asbestos , asbestos, crocidolite",9,,,,171,,,,,,,FALSE,FALSE
318,0034 ,"Bombs † (with bursting charge)",Bombs,1.1D,,,,,,,,,,,FALSE,FALSE
319,0033,"Bombs † (with bursting charge)",Bombs,1.1F,,,,,,,,,,,FALSE,FALSE
320,0035,"Bombs † (with bursting charge)",Bombs,1.2D,,,,,,,,,,,FALSE,FALSE
321,0291,"Bombs † (with bursting charge)",Bombs,1.2F,,,,,,,,,,,FALSE,FALSE
322,0038,"Bombs, photo-flash †",Bombs,1.1D,,,,,,,,,,,FALSE,FALSE
323,0037,"Bombs, photo-flash †",Bombs,1.1F,,,,,,,,,,,FALSE,FALSE
324,0039,"Bombs, photo-flash †",Bombs,1.2G,,,,,,,,,,,FALSE,FALSE
325,0299,"Bombs, photo-flash †",Bombs,1.3G,,,,,,,,,,,FALSE,FALSE
326,2028 ,"Bombs, smoke, non-explosive (with corrosive liquid, without initiating device)","Bombs, smoke, non-explosive",8,,,Corrosive,153,,,,,,,FALSE,FALSE
327,0399 ,Bombs with flammable liquid † (with bursting charge),"Bombs with flammable liquid , Bombs, flammable",1.1J,,,,,,,,,,,FALSE,FALSE
328,0400,Bombs with flammable liquid † (with bursting charge),"Bombs with flammable liquid , Bombs, flammable, bursting charge",1.2J,,,,,,,,,,,FALSE,FALSE
329,0042 ,"Boosters † (without detonator)","Boosters, detonator",1.1D,,,,,,,,,,,FALSE,FALSE
330,0283,"Boosters † (without detonator)","Boosters, detonator",1.2D,,,,,,,,,,,FALSE,FALSE
331,0225 ,Boosters with detonator † ,"Boosters with detonator , Boosters, detonator",1.1B,,,,,,,,,,,FALSE,FALSE
332,0268,Boosters with detonator † ,"Boosters with detonator , Boosters, detonator",1.2B,,,,,,,,,,,FALSE,FALSE
333,1312 ,Borneol ,Borneol,4.1,,,Flamm. solid,133,,,,,,,FALSE,FALSE
334,2692 ,Boron tribromide ,"Boron tribromide, Boron, tribromide",8,,,,157,,,,,,,FALSE,FALSE
335,1741 ,Boron trichloride ,"Boron trichloride, Boron, trichloride",2.3,8,,,125,,,,,,,FALSE,FALSE
336,1008 ,Boron trifluoride ,"Boron trifluoride, Boron, trifluoride",2.3,8,,,125,,,,,,,FALSE,FALSE
337,1742 ,"Boron trifluoride acetic acid complex, liquid ","Boron trifluoride acetic acid complex, Boron, trifluoride, acetic",8,,,Corrosive,157,,,,,,,FALSE,FALSE
338,3419 ,"Boron trifluoride acetic acid complex, solid","Boron trifluoride acetic acid complex, Boron, trifluoride, acetic",8,,,Corrosive,157,,,,,,,FALSE,FALSE
339,2604 ,Boron trifluoride diethyl etherate,"Boron trifluoride diethyl etherate, Boron, trifluoride, diethyl",8,3,,Corrosive & Flamm. liquid,132,,,,,,,FALSE,FALSE
340,2851 ,Boron trifluoride dihydrate,"Boron trifluoride dihydrate, Boron, trifluoride, dihydrate",8,,,Corrosive,157,,,,,,,FALSE,FALSE
341,2965 ,Boron trifluoride dimethyl etherate ,"Boron trifluoride dimethyl etherate, Boron, trifluoride, dimethyl",4.3,"3,8",,Dang. when wet & Flamm. liquid & Corrosive,139,,,,,,,FALSE,FALSE
342,1743 ,"Boron trifluoride propionic acid complex, liquid ","Boron trifluoride propionic acid complex, Boron, trifluoride, propionic",8,,,Corrosive,157,,,,,,,FALSE,FALSE
343,3420 ,"Boron trifluoride propionic acid complex, solid","Boron trifluoride propionic acid complex, Boron, trifluoride, propionic",8,,,Corrosive,157,,,,,,,FALSE,FALSE
344,1450 ,"Bromates, inorganic, n.o.s. ","Bromates, ",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
345,3213 ,"Bromates, inorganic, aqueous solution, n.o.s.","Bromates, inorganic, aqueous solution, aqueous",5.1,,,Oxidizer,140,,,,,,,FALSE,FALSE
346,1744 ,Bromine ,Bromine,8,6.1,,,154,,,,,,,FALSE,FALSE
347,2901 ,Bromine chloride ,"Bromine chloride, Bromine, chloride",2.3,"5.1,8",,,124,,,,,,,FALSE,FALSE
348,1745 ,Bromine pentafluoride ,"Bromine pentafluoride, Bromine, pentafluoride",5.1,"6.1,8",,,144,,,,,,,FALSE,FALSE
349,1744 ,Bromine solution ,"Bromine solution, Bromine",8,6.1,,,154,,,,,,,FALSE,FALSE
350,1746 ,Bromine trifluoride,"Bromine trifluoride, Bromine, trifluoride",5.1,"6.1,8",,,144,,,,,,,FALSE,FALSE
351,3425,"Bromoacetic acid, solid ","Bromoacetic acid, Bromoacetic, acid",8,,,Corrosive,156,,,,,,,FALSE,FALSE
352,1938 ,"Bromoacetic acid, solution","Bromoacetic acid, Bromoacetic, acid",8,,,Corrosive,156,,,,,,,FALSE,FALSE
353,1569 ,Bromoacetone ,Bromoacetone,6.1,3,,,131,,,,,,,FALSE,FALSE
354,2513 ,Bromoacetyl bromide 8,"Bromoacetyl bromide 8, Bromoacetyl, bromide",8,,,Corrosive,156,,,,,,,FALSE,FALSE
355,2514 ,Bromobenzene ,Bromobenzene,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
356,1694 ,"Bromobenzyl cyanides, liquid","Bromobenzyl cyanides, Bromobenzyl, cyanides",6.1,,,Toxic,159,,,,,,,FALSE,FALSE
357,3449 ,"Bromobenzyl cyanides, solid","Bromobenzyl cyanides, Bromobenzyl, cyanides",6.1,,,Toxic,159,,,,,,,FALSE,FALSE
358,1126 ,1-Bromobutane,1-Bromobutane,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
359,2339 ,2-Bromobutane,2-Bromobutane,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
360,1887 ,Bromochloromethane,Bromochloromethane,6.1,,,Toxic,160,,,,,,,FALSE,FALSE
361,2688 ,1-Bromo-3-chloropropane,1-Bromo-3-chloropropane,6.1,,,Toxic,159,,,,,,,FALSE,FALSE
362,2340 ,2-Bromoethyl ethyl ether,"2-Bromoethyl ethyl ether, 2-Bromoethyl, ethyl, ether",3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
363,2515 ,Bromoform,Bromoform,6.1,,,Toxic,159,,,,,,,FALSE,FALSE
364,2341 ,1-Bromo-3-methylbutane,1-Bromo-3-methylbutane,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
365,2342 ,Bromomethylpropanes,Bromomethylpropanes,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
366,3241,"2-Bromo-2-nitropropane-1,3-diol","2-Bromo-2-nitropropane-1, 3-diol",4.1,,,Flamm. solid & Keep away from heat,133,,,,,,,FALSE,FALSE
367,2343 ,2-Bromopentane,2-Bromopentane,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
368,2344 ,Bromopropanes,Bromopropanes,3,,,Flamm. liquid,129,,,,,,,FALSE,FALSE
369,2345 ,3-Bromopropyne,3-Bromopropyne,3,,,Flamm. liquid,130,,,,,,,FALSE,FALSE
370,2419 ,Bromotrifluoroethylene ,Bromotrifluoroethylene,2.1,,,Flamm. gas,116,,,,,,,FALSE,FALSE
371,1009 ,Bromotrifluoromethane ,Bromotrifluoromethane,2.2,,,Non-flamm. gas,126,,,,,,,FALSE,FALSE
372,2212 ,"Brown asbestos † (amosite, mysorite)","Brown asbestos, asbestos",9,,,,171,,,,,,,FALSE,FALSE
373,1570 ,Brucine,Brucine,6.1,,,Toxic,152,,,,,,,FALSE,FALSE
374,0043 ,Bursters † (explosive),Bursters,1.1D,,,,,,,,,,,FALSE,FALSE
375,1010 ,"Butadienes and hydrocarbon mixture, stabilized (containing more than 40% butadienes)","Butadienes and hydrocarbon mixture, Butadienes, hydrocarbon",2.1,,,Flamm. gas,116P,,,,,,,FALSE,FALSE
